Name_cn,ID,Last_Name,Zi,Name_en,Affiliation,Dynasty,Birth_year,Death_year,Life_Span,Father,Father_ID,Native_place,Gender,Jun,Xian,Note,
孙静,209,孙,幼台,Sun jing,汉,EastHan,,,,,,,,吴郡 ,富春,孙坚弟，孙坚起兵，“静纠合乡曲及宗室五六百人以为保障”。孙策“欲授之重任，静恋坟墓宗族，不乐出仕，求留镇守”。孙权时为昭义中郎将,
张恭,210,张,,Zhang gong,魏,Wei,,,,,,敦煌,,敦煌,,官至西域戊己校尉、关内侯，赠执金吾,
张缉,211,张,敬仲,Zhang qi,魏,Wei,,254,,张既,182,冯翊高陵,,冯翊,高陵,张既子，曹芳张皇后父。谋诛司马师，事泄，夷三族,
李丰,212,李,安国,Li feng,魏,Wei,,254,,李义（一名恢）,261,冯翊东县,,冯翊,东县,官至中书令，谋废司马师，事泄，夷三族,
诸葛恪,213,诸葛,元逊,Zhuge ke,魏,Wei,203,253,51,诸葛瑾,692,琅邪阳都,,琅邪,阳都,为孙峻夷三族,
孙邵,214,孙,长绪,Sun shao,魏,Wei,163,225,63,,,太原祁,,北海,,东吴首任丞相。东汉末年在孔融手下任功曹，被孔融赞有“廊庙才”。孔融投曹操，孙邵随振武将军刘繇南下江南，孙权封他为卢江太守，迁任车骑长史，黄武初年拜为丞相,
张辽,215,张,文远,Zhang liao,魏,Wei,169,222,54,,,雁门马邑,,雁门,马邑,原为西凉将，随吕布，后降曹操,
乐进,216,乐,文谦,Le jin,汉,EastHan,,218,,,,阳平卫国,,阳平,卫国,起家为曹操帐下吏。多有战功,
裴潜,217,裴,文行,Pei qian,魏,Wei,,244,,裴茂,715,河东闻喜,,河东,闻喜,官至尚书令,
吕贡,218,吕,,Lv gong,汉,EastHan,,,,,,,,,,219年任豫州刺史，关羽围曹仁于樊城， 吕贡增援,
孟建,219,孟,公威,Meng jian,魏,Wei,,,,,,汝南,,汝南,,仕魏，官至凉州刺史、征东将军。,
杜袭,220,杜,子绪,Du xi,魏,Wei,,,,,,颍川定陵,,颍川,定陵,仕魏，驻守关中多年，辅曹真，司马懿,
曹彰,221,曹,子文,Cao zhang,魏,Wei,,223,,曹操,4,沛国谯县,,沛国,谯县,,
吕范,222,吕,子衡,Lv fan,魏,Wei,,228,,,,汝南细阳,,汝南,细阳,官至东吴大司马,
王崇,223,王,,Wang chong,魏,Wei,,,,,,,,,,吴将，同张婴降魏,
张婴,224,张,,Zhang ying,魏,Wei,,,,,,,,,,吴将，同王崇降魏,
习凿齿,225,习,彦威,Xi zaochi,晋,Jin,,383,,,,襄阳,,襄阳,,,
贾充,226,贾,公闾,Jia chong,晋,Jin,217,282,66,,,平阳襄陵,,平阳,襄陵,,
李孚,227,李,子宪,Li fu,汉,EastHan,,,,,,巨鹿,,巨鹿,,袁尚领冀州，孚任主簿。曹操围邺，孚以诈由外入邺，且以诈出。尚败，投谭任主簿。谭战死，降曹操。,
审配,228,审,正南,Shen pei,汉,EastHan,,204,,,,魏郡阴安,,魏郡,阴安,,
杨沛,229,杨,孔渠,Yang pei,汉,EastHan,,,,,,冯翊万年,,冯翊,万年,曹操迎献帝时缺粮，赖沛得济,
曹洪,230,曹,子廉,Cao hong,魏,Wei,,232,,,,沛国谯,,沛国,谯,曹操堂弟，官至骠骑将军,
任峻,231,任,伯达,Ren jun,汉,EastHan,,204,,,,河南中牟,,河南,中牟,曹操妻峻以从妹，后任典农中郎将。官渡之战，典军器粮运,
杨原,232,杨,,Yang yuan,汉,EastHan,,,,,,,,,,汉末任中牟令,
张奋,233,张,,Zhang fen,汉,EastHan,,,,,,,,,,任峻同郡，与之共迎曹操,
侯声,234,侯,,Hou sheng,汉,EastHan,,,,,,,,,,尝任曹操军祭酒，不同枣祗屯田之议，以为于官便，于客不便,
枣据,235,枣,道彦,Zao ju,晋,Jin,,,,,,,,,,枣祗孙，晋冀州刺史,
枣嵩,236,枣,台产,Zao song,晋,Jin,,,,,,,,,,枣祗曾孙，任散骑常侍，为石勒所杀,
枣腆,237,枣,玄方,Zao tian,魏,Wei,,,,,,,,,,枣嵩兄，襄阳太守,
任先,238,任,,Ren xian,魏,Wei,,,,任峻,231,,,,,任峻嗣子,
任览,239,任,,Ren lan,魏,Wei,,,,任峻,231,,,,,任峻中子,
师亮,240,师,,Shi liang,汉,EastHan,,,,,,,,,,安定富室。苏则微时，对其待遇不足,
吉茂,241,吉,叔畅,Ji mao,汉,EastHan,,,,,,冯翊池阳,,冯翊,池阳,与苏则隐居南太白山数年,
李越,242,李,,Li yue,汉,EastHan,,,,,,,,,,“李越以陇西反”， 见苏则传,
杜通,243,杜,,Du tong,魏,Wei,,,,,,,,,,曹魏张掖太守。为张进所执，后被武威太守毌丘兴救出,
辛机,244,辛,,Xin ji,魏,Wei,,,,,,,,,,黄初中，任其为酒泉太守，黄华拒之而自称太守,
郝昭,245,郝,伯道,Hao zhao,魏,Wei,,,,,,太原,,太原,,魏将,
魏平,246,魏,,Wei ping,魏,Wei,,,,,,,,,,魏将,
傅巽,247,傅,公悌,Fu xun,魏,Wei,,,,,,北地泥阳,,北地,泥阳,初为刘表宾客，后降曹，至侍中，尚书,
苏怡,248,苏,,Su yi,晋,Jin,,,,苏则,199,,,,,苏则嗣子,
苏愉,249,苏,休豫,Su yu,晋,Jin,,,,苏则,199,,,,,苏则子，晋太常光禄大夫,
苏绍,250,苏,世嗣,Su shao,晋,Jin,,,,苏愉,249,,,,,苏愉子，为吴王师。,
苏慎,251,苏,,Su shen,晋,Jin,,,,苏愉,249,,,,,苏绍弟，左卫将军,
杜畿,252,杜,伯侯,Du ji,魏,Wei,163,224,62,,,京兆杜陵,,京兆,杜陵,,
耿纪,253,耿,季行,Geng ji,汉,EastHan,,218,,,,,,,,官至少府，举事反曹操，夷三族,
张时,254,张,,Zhang shi,魏,Wei,,,,,,河东,,河东,,曾任京兆尹，与杜畿有旧，署为功曹,
王邑,255,王,文都,Wang yi,汉,EastHan,,,,,,北地泥阳,,北地,泥阳,曾任河东太守,
范先,256,范,,Fan xian,汉,EastHan,,,,,,,,,,“河东人卫固，范先外以请邑为名”， 见杜畿传,
乐详,257,乐,文载,Le xiang,汉,EastHan,,,,,,河东,,河东,,,
赵俨,258,赵,伯然,Zhao yan,魏,Wei,171,245,75,,,颍川阳翟,,颍川,阳翟,,
杜恕,259,杜,务伯,Du shu,魏,Wei,198,252,55,杜畿,252,京兆杜陵,,京兆,杜陵,杜畿子,
李恢,260,李,德昂,Li hui,魏,Wei,,231,,,,建宁俞元,,建宁,俞元,初于建宁郡任督邮，刘备攻蜀，投之。历任别驾从事，庲降都督，使持节领交州刺史。从诸葛亮平南，封汉兴亭侯,
李义（一名恢）,261,李,孝懿,Li yi（yiminghui）,汉,EastHan,170,,,,,冯翊东县,,冯翊,东县,李丰父，官至卫尉,
郭智,262,郭,,Guo zhi,汉,EastHan,,,,,,,,,,与李义为友,
吕昭,263,吕,子展,Lv zhao,魏,Wei,,246,,,,兖州,,东平,,明帝时镇北将军，领冀州,
吕巽,264,吕,长悌,Lv xun,魏,Wei,,,,吕昭,263,兖州,,东平,,吕昭子，吕安兄。有宠于司马昭。迷奸吕安妻徐氏，继而诬告吕安不孝。司马昭杀吕安，嵇康,
吕安,265,吕,仲悌,Lv an,魏,Wei,,,,吕昭,263,兖州东平,,东平,,小字阿都,
李翼,266,李,国祐,Li yi,魏,Wei,,254,,李义（一名恢）,261,冯翊东县,,冯翊,东县,李丰弟,
杜预,267,杜,元凯,Du yu,晋,Jin,222,285,64,杜恕,259,京兆杜陵,,京兆,杜陵,司马懿女婿，杜恕子。位至征南大将军，开府，封当阳侯,
吕粹,268,吕,季悌,Lv cui,魏,Wei,,,,吕昭,263,,,,,吕安弟,
袁侃,269,袁,公然,Yuan kan,魏,Wei,,,,袁涣,1347,,,,,袁涣子,
吕预,270,吕,景虞,Lv yu,魏,Wei,,,,吕粹,268,,,,,吕粹子，官至御史中丞,
荀俣,271,荀,叔倩,Xun yu,魏,Wei,,,,荀彧,52,颍川颍阴,,颍川,颍阴,荀彧次子，官至御史中丞,
廉昭,272,廉,,Lian zhao,魏,Wei,,,,,,乐安郡,,乐安,郡,"“以才能拔擢，颇好言事"", 曾任尚书郎",
曹璠,273,曹,,Cao fan,魏,Wei,,,,,,沛国谯,,沛国,谯,曹真之弟，明帝初任尚书左丞,
陈矫,274,陈,季弼,Chen jiao,魏,Wei,,237,,,,临淮东阳,,临淮,东阳,,
王才,275,王,,Wang cai,魏,Wei,,,,,,,,,,曾任骑都尉，与孟思为不法事,
孟思,276,孟,,Meng si,魏,Wei,,,,,,幸乐,,幸乐,,与王才为不法事,
孔羡,277,孔,子余,Kong xian,魏,Wei,,,,,,鲁郡,,鲁郡,,孔子后裔，曾任司隶校尉，辟司马懿狂悖之弟,
司马通,278,司马,雅达,Sima tong,魏,Wei,,,,司马芳,170,河内温县,,河内,温县,司马懿七弟,
司马顺,279,司马,子思,Sima shun,魏,Wei,,,,司马通,278,,,,,司马通次子。魏禅位，顺不达天命。,
孟康,280,孟,公休,Meng kang,魏,Wei,,,,,,安平,,安平,,官至中书令,
程喜,281,程,申伯,Cheng xi,魏,Wei,,,,,,,,,,曹叡时任青州刺史，齐王时任征北将军,
宋权,282,宋,,Song quan,魏,Wei,,,,,,,,,,程喜司马,
曹髦,283,曹,彦士,Cao mao,魏,Wei,241,260,20,曹霖,641,,,沛国,谯,高贵乡公，为司马昭所杀,
谢该,284,谢,文仪,Xie gai,魏,Wei,162,239,78,,,南阳章陵,,南阳,章陵,经学家,
杜理,285,杜,务仲,Du li,魏,Wei,,,,杜畿,252,,,,,杜恕弟，早死,
杜宽,286,杜,务叔,Du kuan,魏,Wei,,,,杜畿,252,,,,,杜恕弟，曾任郎中,
杜锡,287,杜,世嘏,Du xi,晋,Jin,,,,杜预,267,,,,,曾任尚书左丞，杜预父,
傅玄,288,傅,休奕,Fu xuan,晋,Jin,217,278,62,傅干,1150,北地泥阳,,北地,泥阳,著有《傅子》,
挚虞,289,挚,仲洽,Zhi yu,晋,Jin,250,300,51,,,京兆长安,,京兆,长安,举贤良，任中郎，外任为闻喜令。升太子舍人，历任尚书郎，秘书监、卫尉卿。八王之乱时饿死,
杜斌,290,杜,世将,Du bin,晋,Jin,,300,,,,,,,,杜预从兄，为黄门郎，为司马伦所杀,
司马伦,291,司马,子彝,Sima lun,晋,Jin,,301,,司马懿,133,,,,,司马懿第九子,
阮谌,292,阮,士信,Ruan chen,汉,EastHan,,,,,,,,,,阮武父,
阮炳,293,阮,叔文,Ruan bing,晋,Jin,,,,阮谌,292,陈留,,陈留,,任河南尹，精通医术,
阮坦,294,阮,弘舒,Ruan tan,晋,Jin,,,,阮炳,293,陈留,,陈留,,阮炳子。晋惠帝时至太子太傅，平东将军,
阮柯,295,阮,士度,Ruan ke,晋,Jin,,,,阮炳,293,陈留,,陈留,,阮坦弟，领军长史，卒于任,
荀绰,296,荀,彦舒,Xun chuo,晋,Jin,,,,荀辑,#N/A,颍川颍阴,,颍川,颍阴,荀勖孙，荀辑子。任石勒参军,
王衍,297,王,夷甫,Wang yan,晋,Jin,256,311,56,王乂,754,琅琊临沂,,琅琊,临沂,王戎堂弟，王乂子,
郑浑,298,郑,文公,Zheng hun,魏,Wei,,,,,,河南开封,,河南,开封,,
郑泰,299,郑,公业,Zheng tai,魏,Wei,,,,,,河南开封,,河南,开封,郑浑兄,
何进,300,何,遂高,He jin,汉,EastHan,,189,,,,南阳宛县,,南阳,宛县,,
孔融,301,孔,文举,Kong rong,汉,EastHan,153,208,56,,,鲁国曲阜,,鲁国,曲阜,孔子后,
孔伷,302,孔,公绪,Kong zhou,汉,EastHan,,,,,,陈留,,陈留,,,
郑袤,303,郑,林叔,Zheng mao,晋,Jin,189,273,85,郑泰,299,荥阳开封,,荥阳,开封,郑泰小子,
梁兴,304,梁,,Liang xing,汉,EastHan,,212,,,,,,,,东汉末年关中军阀之一.与张衡杀李傕，献其首于曹操。后与韩遂抗曹，为夏侯渊及郑浑所斩。,
靳富,305,靳,,Jin fu,汉,EastHan,,,,,,,,,,"贼，""胁将江夏长，邵陵令并其吏民入硙山""。 为郑浑所破",
赵青龙,306,赵,,Zhao qinglong,汉,EastHan,,,,,,,,,,“杀左内史程休”,
程休,307,程,,Cheng xiu,汉,EastHan,,,,,,,,,,官至左内史，为赵青龙所杀,
郑默,308,郑,思玄,Zheng mo,晋,Jin,212,280,69,郑袤,303,荥阳开封,,荥阳,开封,郑袤子，位至太常,
郑质,309,郑,,Zheng zhi,晋,Jin,,,,郑袤,303,荥阳开封,,荥阳,开封,郑默弟,
郑舒,310,郑,,Zheng shu,晋,Jin,,,,郑袤,303,荥阳开封,,荥阳,开封,郑默弟,
郑诩,311,郑,,Zheng xu,晋,Jin,,,,郑袤,303,荥阳开封,,荥阳,开封,郑默弟,
郑球,312,郑,子瑜,Zheng qiu,晋,Jin,,308,,郑默,308,荥阳开封,,荥阳,开封,仕晋，历任侍中、尚书、散骑常侍、中护军、尚书右仆射，领吏部,
仓慈,313,仓,孝仁,Cang ci,魏,Wei,,,,,,淮南,,淮南,,历任长安令、敦煌太守,
尹奉,314,尹,次曾,Yin feng,魏,Wei,,,,,,汉阳郡,,汉阳,郡,杨阜同郡。官至敦煌太守,
王迁,315,王,,Wang qian,魏,Wei,,,,,,,,,,代仓慈，然不及,
赵基,316,赵,,Zhao ji,魏,Wei,,,,,,,,,,代王迁任敦煌太守，复不如,
皇甫隆,317,皇甫,,Huangfu long,魏,Wei,,,,,,安定朝那,,安定,朝那,代赵基任敦煌太守,
吴瓘,318,吴,,Wu guan,魏,Wei,,,,,,豫州,,陈国,,任魏郡太守,
任燠,319,任,,Ren yu,魏,Wei,,,,,,乐安,,乐安,,任清河太守,
颜斐,320,颜,文林,Yan fei,魏,Wei,,,,,,济北郡,,济北,郡,任京兆太守,
令狐邵,321,令狐,孔叔,Linghu shao,魏,Wei,,,,,,太原,,太原,,任弘农太守，令狐愚为其族子,
孔乂,322,孔,元儁,Kong yi,魏,Wei,,,,,,鲁国,,鲁国,,任济南相,
令狐愚,323,令狐,公治,Linghu yu,魏,Wei,,249,,,,太原,,太原,,王凌外甥,
令狐华,324,令狐,,Linghu hua,魏,Wei,,,,令狐邵,321,,,,,令狐邵子,
孔恂,325,孔,士信,Kong xun,晋,Jin,,,,孔乂,322,鲁国,,鲁国,,官至西晋大鸿胪,
丁原,326,丁,建阳,Ding yuan,汉,EastHan,,189,,,,,,,,官至武猛都尉，并州刺史,
昌豨,327,昌,,Chang xi,汉,EastHan,,206,,,,,,,,本名“昌霸”，为臧霸所领导的“泰山寇”成员，为于禁所杀,
孙轻,328,孙,,Sun qing,晋,Jin,,,,,,,,,,黑山贼,
柳毅,329,柳,,Liu yi,晋,Jin,,,,,,,,,,辽东贼,
张郃,330,张,儁乂,Zhang he,魏,Wei,,,,,,河间鄚县,,河间,鄚县,,
牛盖,331,牛,,Niu gai,魏,Wei,,,,,,,,,,曹操将，随张辽，张郃讨陈兰，梅成，有功,
李典,332,李,曼成,Li dian,汉,EastHan,,,36,,,山阳钜野,,山阳,钜野,原山阳豪强，投曹操。官至破虏将军。年36卒,
张汎,333,张,,Zhang fan,魏,Wei,,,,,,雁门马邑,,雁门,马邑,张辽兄,
张虎,334,张,,Zhang hu,魏,Wei,,,,张辽,215,,,,,张辽子，官至偏将军,
张统,335,张,,Zhang tong,晋,Jin,,,,张虎,334,,,,,张辽孙，后为慕容廆乐浪太守,
张超,336,张,,Zhang chao,汉,EastHan,,196,,,,兖州东平,,东平,,张邈弟，收张超命，守雍丘，雍丘陷，三族被灭,
张绣,337,张,,Zhang xiu,汉,EastHan,,207,,,,武威袓厉,,武威,袓厉,董卓将张济侄,
淳于琼,338,淳于,仲简,Chunyu qiong,汉,EastHan,,200,,,,颍川,,颍川,,,
严敬,339,严,,Yan jing,汉,EastHan,,,,,,,,,,袁绍将，为乐进所杀,
管承,340,管,,Guan cheng,汉,EastHan,,,,,,,,,,东汉末据北海淳于一带的海贼首领，后降曹,
苏非,341,苏,,Su fei,汉,EastHan,,,,,,,,,,同关羽屯兵荆州，为乐进击败,
杜普,342,杜,,Du pu,汉,EastHan,,,,,,,,,,刘备临沮长,
梁大,343,梁,,Liang da,汉,EastHan,,,,,,,,,,刘备旌阳长,
乐綝,344,乐,,Le lin,魏,Wei,,,,乐进,216,,,,,乐进子，官至扬州刺史。诸葛诞反，为其所杀,
乐肇,345,乐,,Le zhao,魏,Wei,,,,乐綝,344,,,,,乐綝子,
鲍信,346,鲍,,Bao xin,汉,EastHan,152,192,41,,,泰山平阳,,泰山,平阳,官至破虏将军、济北相。与曹操遇黄巾于寿张，力战而死，而曹操得脱,
高雅,347,高,,Gao ya,汉,EastHan,,,,,,,,,,吕布将，为于禁所破,
刘辟,348,刘,,Liu pi,汉,EastHan,,,,,,,,,,黄巾将，黄巾败后，率众盗略汝南。官渡之战，与刘备将兵略许下,
黄邵,349,黄,,Huang shao,汉,EastHan,,196,,,,,,,,黄巾将，建安元年，曹操征黄巾军，战死,
桥蕤,350,桥,,Qiao rui,汉,EastHan,,197,,,,,,,,袁术大将军，或称乔蕤。为于禁生擒，斩首,
史涣,351,史,公刘,Shi huan,汉,EastHan,,209,,,,豫州,,沛国,,曹操将，官至中领军。,
何茂,352,何,,He mao,汉,EastHan,,,,,,,,,,袁绍将，官渡之战，不敌于禁与乐进，降,
王摩,353,王,,Wang mo,汉,EastHan,,,,,,,,,,袁绍将，官渡之战，不敌于禁与乐进，降,
朱灵,354,朱,文博,Zhu ling,魏,Wei,,,,,,清河鄃县,,清河,鄃县,初随袁绍，后降曹操。,
庞德,355,庞,令明,Pang de,汉,EastHan,,219,,,,南安狟道,,南安,狟道,原属马超父子，后随张鲁降曹。,
于圭,356,于,,Yu gui,魏,Wei,,,,于禁,24,,,,,于禁子,
高览,357,高,元伯,Gao lan,汉,EastHan,,,,,,,,,,袁绍将，与张郃共同降曹，之后史籍无载,
杨秋,358,杨,,Yang qiu,汉,EastHan,,,,,,,,,,原同马超，韩遂共同抗曹，潼关之战败，降曹。官至冠军将军,
王宝茂,359,王,,Wang baomao,汉,EastHan,,,,,,,,,,兴和氐,
郭淮,360,郭,伯济,Guo huai,魏,Wei,,255,,,,太原阳曲,,太原,阳曲,魏大将，多次与陈泰抵抗姜维,
刘阿,361,刘,,Liu a,汉,EastHan,,,,,,,,,,孙权别将，夷陵之战时同陆逊，李异等拒刘备。后来魏攻荆州，为司马懿所破,
马谡,362,马,幼常,Ma su,魏,Wei,190,228,39,,,襄阳宜城,,襄阳,宜城,,
卑湛,363,卑,,Bei zhan,魏,Wei,,,,,,河间鄚县,,河间,鄚县,张郃同乡，“经明行修”。为张郃所荐，任博士,
张雄,364,张,,Zhang xiong,魏,Wei,,,,张郃,330,,,,,张郃子,
赵庶,365,赵,,Zhao shu,魏,Wei,,,,,,,,,,吕布别将，降徐晃,
李邹,366,李,,Li zou,汉,EastHan,,,,,,,,,,吕布别将，降徐晃,
文丑,367,文,,Wen chou,汉,EastHan,,200,,,,,,,,,
祝臂,368,祝,,Zhu bi,汉,EastHan,,,,,,,,,,隐强贼，见徐晃传,
韩范,369,韩,,Han fan,汉,EastHan,,,,,,,,,,任易阳令，属袁绍，伪降曹操。,
商曜,370,商,,Shang yao,汉,EastHan,,,,,,,,,,“十五年，讨太原反者，围大陵，斩贼帅商曜”。见徐晃传,
张顺,371,张,,Zhang shun,汉,EastHan,,,,,,,,,,曹操将,
陈福,372,陈,,Chen fu,汉,EastHan,,,,,,,,,,贼,
陈式,373,陈,,Chen shi,汉，蜀,Shu,,,,,,,,,,蜀将,
吕常,374,吕,,Lv chang,魏,Wei,161,221,61,,,,,,,曹操将，官至横海将军，西鄂都乡侯,
徐商,375,徐,,Xu shang,汉,EastHan,,,,,,,,,,曹操将,
吕建,376,吕,,Lv jian,汉,EastHan,,,,,,,,,,曹操将,
殷署,377,殷,,Yin shu,汉,EastHan,,,,,,,,,,关羽围樊城，曹操遣殷署，朱盖诣徐晃,
朱盖,378,朱,,Zhu gai,汉,EastHan,,,,,,,,,,关羽围樊城，曹操遣殷署，朱盖诣徐晃,
徐盖,379,徐,,Xu gai,魏,Wei,,,,徐晃,104,,,,,徐晃嗣子,
徐霸,380,徐,,Xu ba,魏,Wei,,,,徐晃,104,,,,,徐晃子，后袭晃爵,
季雍,381,季,,Ji yong,魏,Wei,,,,,,清河,,清河,,以鄃叛袁绍而降公孙瓒，绍遣朱灵攻之，瓒杀灵全家,
程昂,382,程,,Cheng ang,汉,EastHan,,,,,,,,,,任中郎将，反，为朱灵所杀,
李乾,383,李,,Li gan,汉,EastHan,,,,,,,,,,李典从父,
李封,384,李,,Li feng,汉,EastHan,,,,,,,,,,吕布别驾,
薛兰,385,薛,,Xue lan,汉,EastHan,,195,,,,,,,,叛曹操，投吕布，兵败被杀,
李整,386,李,,Li zheng,汉,EastHan,,,,李乾,383,,,,,李乾子，李典从兄,
高蕃,387,高,,Gao fan,汉,EastHan,,,,,,,,,,袁尚将，魏郡太守，屯兵河上阻碍曹军用水道运粮，为李典与程昱渡河击败,
李桢,388,李,,Li zhen,魏,Wei,,,,李典,332,,,,,李典子,
李通,389,李,文达,Li tong,汉,EastHan,168,209,42,,,江夏平春,,江夏,平春,,
陈恭,390,陈,,Chen gong,汉,EastHan,,,,,,江夏平春,,江夏,平春,李通同郡人，共起兵。,
周直,391,周,,Zhou zhi,汉,EastHan,,,,,,,,,,豪强，与陈恭，李通外和而内违。为李通所杀。,
陈郃,392,陈,,Chen he,汉,EastHan,,,,,,,,,,陈恭妻弟。杀恭而据其众，为李通所杀,
吴霸,393,吴,,Wu ba,汉,EastHan,,,,,,,,,,黄巾大帅,
瞿恭,394,瞿,,Ju gong,汉,EastHan,,,,,,,,,,贼，为李通所败,
江宫,395,江,,Jiang gong,汉,EastHan,,,,,,,,,,贼，为李通所败,
沈成,396,沈,,Shen cheng,汉,EastHan,,,,,,,,,,贼，为李通所败,
张赤,397,张,,Zhang chi,汉,EastHan,,,,,,,,,,贼，领五千余家，聚桃山，为李通所破,
周瑜,398,周,公瑾,Zhou yu,汉,EastHan,175,210,36,,,庐江舒,,庐江,舒,,
李基,399,李,,Li ji,魏,Wei,,,,李通,389,江夏平春,,江夏,平春,李通嗣子，任奉乂中郎将,
李绪,400,李,,Li xu,魏,Wei,,,,李通,389,,,,,李基兄， 任平虏中郎将,
李秉,401,李,玄胄,Li bing,魏,Wei,,,,李绪,400,,,,,李绪子，官至秦州刺史，都亭定侯，早死,
荀𫖮,402,荀,景倩,Xun 𫖮,晋,Jin,205,274,70,荀彧,52,颍川颍阴,,颍川,颍阴,荀彧的庶六子，官至侍中，太尉,
董仲连,403,董,仲连,Dong zhonglian,晋,Jin,,,,,,,,,,曾任尚书，见李通传注,
王公仲,404,王,公仲,Wang gongzhong,晋,Jin,,,,,,,,,,曾任仆射，见李通传注,
李重,405,李,茂曾,Li zhong,晋,Jin,253,300,48,李秉,401,江夏钟武,,江夏,钟武,李秉子，尝任司马伦左长史,
李尚,406,李,茂仲,Li shang,晋,Jin,,,,李秉,401,江夏钟武,,江夏,钟武,李重弟,
李矩,407,李,茂约,Li ju,晋,Jin,,,,李秉,401,江夏钟武,,江夏,钟武,李重弟，官至江州刺史,
李式,408,李,景则,Li shi,晋,Jin,275,328,54,李重,405,江夏钟武,,江夏,钟武,李重子，官至侍中,
臧戒,409,臧,,Zang jie,汉,EastHan,,,,,,,,,,臧霸父，为县狱掾,
孙观,410,孙,仲台,Sun guan,汉,EastHan,,,,,,,,,,与臧霸同为泰山贼，后降曹，官至振威将军,
吴敦,411,吴,,Wu dun,汉,EastHan,,,,,,,,,,一名黯奴，与臧霸同为泰山贼，后降曹，任利城太守,
尹礼,412,尹,,Yin li,汉,EastHan,,,,,,,,,,与臧霸同为泰山贼，后降曹，任东莞太守，孙权背魏，随臧霸出征，为全琮所杀,
孙康,413,孙,,Sun kang,汉,EastHan,,,,,,,,,,孙观兄，一同降曹,
徐翕,414,徐,,Xu xi,汉,EastHan,,,,,,,,,,初为曹操将，兖州之乱时与毛晖一起响应吕布发动叛乱，后投臧霸。臧霸降曹，令臧霸杀徐翕，臧霸不从。曹操继而任其为郡守,
毛晖,415,毛,,Mao hui,汉,EastHan,,,,,,,,,,事迹同徐翕,
徐和,416,徐,,Xu he,汉,EastHan,,,,,,,,,,济南“黄巾余贼”,
武周,417,武,伯南,Wu zhou,魏,Wei,,,,,,沛国竹邑,,沛国,竹邑,官至曹魏卫尉、侍中、光禄大夫,
韩当,418,韩,义公,Han dang,魏,Wei,,226,,,,辽西令支,,辽西,令支,,
臧艾,419,臧,,Zang ai,魏,Wei,,,,臧霸,105,,,,,臧霸嗣子，官至青州刺史，少府,
臧权,420,臧,,Zang quan,晋,Jin,,,,臧艾,419,,,,,臧艾嗣子,
臧舜,421,臧,太伯,Zang shun,晋,Jin,,,,臧霸,105,,,,,晋散骑常侍,
孙毓,422,孙,,Sun yu,魏,Wei,,,,孙观,410,,,,,孙观子，官至青州刺史,
文聘,423,文,仲业,Wen pin,汉,EastHan,,,,,,荆州宛,,宛,,本属刘表，后降曹操,
刘琮,424,刘,,Liu cong,汉,EastHan,,,,刘表,80,山阳高平,,山阳,高平,刘表次子,
